ENSMUST00000234132.2	ENSMUSG00000117547.2
ENSMUST00000236916.2-I	ENSMUSG00000024589.19-I
ENSMUST00000236916.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000235339.2-I	ENSMUSG00000024589.19-I
ENSMUST00000235339.2-I1	ENSMUSG00000024589.19-I
ENSMUST00000237818.2-I	ENSMUSG00000024589.19-I
ENSMUST00000237492.2-I	ENSMUSG00000024589.19-I
ENSMUST00000236100.2-I	ENSMUSG00000024589.19-I
ENSMUST00000235304.2-I	ENSMUSG00000118017.2-I
ENSMUST00000235231.2-I	ENSMUSG00000118017.2-I
ENSMUST00000235231.2-I1	ENSMUSG00000118017.2-I
ENSMUST00000235286.2-I	ENSMUSG00000118101.2-I
ENSMUST00000236639.2-I	ENSMUSG00000118163.2-I
ENSMUST00000237819.2-I	ENSMUSG00000118163.2-I
ENSMUST00000224056.3-I	ENSMUSG00000032688.10-I
ENSMUST00000224056.3-I1	ENSMUSG00000032688.10-I
ENSMUST00000224056.3-I2	ENSMUSG00000032688.10-I
ENSMUST00000224056.3-I3	ENSMUSG00000032688.10-I
ENSMUST00000049248.7-I	ENSMUSG00000032688.10-I
ENSMUST00000049248.7-I1	ENSMUSG00000032688.10-I
ENSMUST00000049248.7-I2	ENSMUSG00000032688.10-I
ENSMUST00000049248.7-I3	ENSMUSG00000032688.10-I
ENSMUST00000224265.2-I	ENSMUSG00000032688.10-I
ENSMUST00000224265.2-I1	ENSMUSG00000032688.10-I
ENSMUST00000224265.2-I2	ENSMUSG00000032688.10-I
ENSMUST00000225085.2-I	ENSMUSG00000032688.10-I
ENSMUST00000225085.2-I1	ENSMUSG00000032688.10-I
ENSMUST00000237739.2-I	ENSMUSG00000032688.10-I
ENSMUST00000236284.2-I	ENSMUSG00000032688.10-I
ENSMUST00000236284.2-I1	ENSMUSG00000032688.10-I
ENSMUST00000235209.2-I	ENSMUSG00000032688.10-I
ENSMUST00000237488.2-I	ENSMUSG00000032688.10-I
ENSMUST00000237488.2-I1	ENSMUSG00000032688.10-I
ENSMUST00000237488.2-I2	ENSMUSG00000032688.10-I
ENSMUST00000237488.2-I3	ENSMUSG00000032688.10-I
ENSMUST00000225659.2-I	ENSMUSG00000032688.10-I
ENSMUST00000236314.2-I	ENSMUSG00000032688.10-I
ENSMUST00000236314.2-I1	ENSMUSG00000032688.10-I
ENSMUST00000236314.2-I2	ENSMUSG00000032688.10-I
ENSMUST00000235999.2-I	ENSMUSG00000032688.10-I
ENSMUST00000237946.2-I	ENSMUSG00000118389.2-I
ENSMUST00000237946.2-I1	ENSMUSG00000118389.2-I
ENSMUST00000235822.2-I	ENSMUSG00000042439.14-I
ENSMUST00000235822.2-I1	ENSMUSG00000042439.14-I
ENSMUST00000235822.2-I2	ENSMUSG00000042439.14-I
ENSMUST00000235822.2-I3	ENSMUSG00000042439.14-I
ENSMUST00000235822.2-I4	ENSMUSG00000042439.14-I
ENSMUST00000049016.12-I	ENSMUSG00000042439.14-I
ENSMUST00000049016.12-I1	ENSMUSG00000042439.14-I
ENSMUST00000236694.2-I	ENSMUSG00000042439.14-I
ENSMUST00000235493.2-I	ENSMUSG00000042439.14-I
ENSMUST00000235493.2-I1	ENSMUSG00000042439.14-I
ENSMUST00000235493.2-I2	ENSMUSG00000042439.14-I
ENSMUST00000235493.2-I3	ENSMUSG00000042439.14-I
ENSMUST00000235493.2-I4	ENSMUSG00000042439.14-I
ENSMUST00000183236.2-I	ENSMUSG00000042439.14-I
ENSMUST00000182852.3-I	ENSMUSG00000042439.14-I
ENSMUST00000182852.3-I1	ENSMUSG00000042439.14-I
ENSMUST00000182852.3-I2	ENSMUSG00000042439.14-I
ENSMUST00000182852.3-I3	ENSMUSG00000042439.14-I
ENSMUST00000182852.3-I4	ENSMUSG00000042439.14-I
ENSMUST00000236633.2-I	ENSMUSG00000042439.14-I
ENSMUST00000182319.9-I	ENSMUSG00000042439.14-I
ENSMUST00000182140.8-I	ENSMUSG00000042439.14-I
ENSMUST00000237714.2-I	ENSMUSG00000042439.14-I
ENSMUST00000237714.2-I1	ENSMUSG00000042439.14-I
ENSMUST00000237714.2-I2	ENSMUSG00000042439.14-I
ENSMUST00000237714.2-I3	ENSMUSG00000042439.14-I
ENSMUST00000237714.2-I4	ENSMUSG00000042439.14-I
ENSMUST00000237931.2-I	ENSMUSG00000042439.14-I
ENSMUST00000182979.8-I	ENSMUSG00000042439.14-I
ENSMUST00000237553.2-I	ENSMUSG00000042439.14-I
ENSMUST00000237553.2-I1	ENSMUSG00000042439.14-I
ENSMUST00000237553.2-I2	ENSMUSG00000042439.14-I
ENSMUST00000237553.2-I3	ENSMUSG00000042439.14-I
ENSMUST00000237553.2-I4	ENSMUSG00000042439.14-I
ENSMUST00000237712.2-I	ENSMUSG00000042439.14-I
ENSMUST00000182684.8-I	ENSMUSG00000042439.14-I
ENSMUST00000235669.2-I	ENSMUSG00000042439.14-I
ENSMUST00000183319.8-I	ENSMUSG00000042439.14-I
ENSMUST00000236523.2-I	ENSMUSG00000042439.14-I
ENSMUST00000237886.2-I	ENSMUSG00000042439.14-I
ENSMUST00000182478.8-I	ENSMUSG00000042439.14-I
ENSMUST00000182478.8-I1	ENSMUSG00000042439.14-I
ENSMUST00000182478.8-I2	ENSMUSG00000042439.14-I
ENSMUST00000182478.8-I3	ENSMUSG00000042439.14-I
ENSMUST00000169679.8-I	ENSMUSG00000042439.14-I
ENSMUST00000169679.8-I1	ENSMUSG00000042439.14-I
ENSMUST00000183326.2-I	ENSMUSG00000042439.14-I
ENSMUST00000182655.2-I	ENSMUSG00000042439.14-I
ENSMUST00000182973.2-I	ENSMUSG00000042439.14-I
ENSMUST00000237756.2-I	ENSMUSG00000042439.14-I
ENSMUST00000237756.2-I1	ENSMUSG00000042439.14-I
ENSMUST00000237756.2-I2	ENSMUSG00000042439.14-I
ENSMUST00000183184.3-I	ENSMUSG00000042439.14-I
ENSMUST00000183303.2-I	ENSMUSG00000042439.14-I
ENSMUST00000183303.2-I1	ENSMUSG00000042439.14-I
ENSMUST00000115097.8-I	ENSMUSG00000046610.16-I
ENSMUST00000115097.8-I1	ENSMUSG00000046610.16-I
ENSMUST00000115097.8-I2	ENSMUSG00000046610.16-I
ENSMUST00000115097.8-I3	ENSMUSG00000046610.16-I
ENSMUST00000117694.2-I	ENSMUSG00000046610.16-I
ENSMUST00000117694.2-I1	ENSMUSG00000046610.16-I
ENSMUST00000117694.2-I2	ENSMUSG00000046610.16-I
ENSMUST00000117694.2-I3	ENSMUSG00000046610.16-I
ENSMUST00000235962.2-I	ENSMUSG00000046610.16-I
ENSMUST00000134343.2-I	ENSMUSG00000046610.16-I
ENSMUST00000025394.14-I	ENSMUSG00000024516.14-I
ENSMUST00000126432.9-I	ENSMUSG00000024516.14-I
ENSMUST00000139538.9-I	ENSMUSG00000024516.14-I
ENSMUST00000139538.9-I1	ENSMUSG00000024516.14-I
ENSMUST00000236847.2-I	ENSMUSG00000024516.14-I
ENSMUST00000153193.3-I	ENSMUSG00000024516.14-I
ENSMUST00000235411.2-I	ENSMUSG00000024516.14-I
ENSMUST00000155668.9-I	ENSMUSG00000024516.14-I
ENSMUST00000125552.9-I	ENSMUSG00000024516.14-I
ENSMUST00000126651.3-I	ENSMUSG00000024516.14-I
ENSMUST00000235765.2-I	ENSMUSG00000024516.14-I
ENSMUST00000173985.10-I	ENSMUSG00000024517.18-I
ENSMUST00000173985.10-I1	ENSMUSG00000024517.18-I
ENSMUST00000173985.10-I2	ENSMUSG00000024517.18-I
ENSMUST00000025395.10-I	ENSMUSG00000024517.18-I
ENSMUST00000025395.10-I1	ENSMUSG00000024517.18-I
ENSMUST00000173530.4-I	ENSMUSG00000024517.18-I
ENSMUST00000181100.2-I	ENSMUSG00000097907.3-I
ENSMUST00000235300.2-I	ENSMUSG00000097907.3-I
ENSMUST00000235539.2-I	ENSMUSG00000117907.2-I
ENSMUST00000153479.2-I	ENSMUSG00000085055.3-I
ENSMUST00000153479.2-I1	ENSMUSG00000085055.3-I
ENSMUST00000143568.2-I	ENSMUSG00000085055.3-I
ENSMUST00000143568.2-I1	ENSMUSG00000085055.3-I
ENSMUST00000237190.2-I	ENSMUSG00000085055.3-I
ENSMUST00000025399.9-I	ENSMUSG00000024521.9-I
ENSMUST00000237161.2-I	ENSMUSG00000024521.9-I
ENSMUST00000236933.2-I	ENSMUSG00000024521.9-I
ENSMUST00000236110.2-I	ENSMUSG00000118376.2-I
ENSMUST00000236935.2-I	ENSMUSG00000118376.2-I
ENSMUST00000236603.2-I	ENSMUSG00000118376.2-I
ENSMUST00000235580.2-I	ENSMUSG00000118376.2-I
ENSMUST00000236734.2-I	ENSMUSG00000117737.2-I
ENSMUST00000237489.2-I	ENSMUSG00000117968.2-I
ENSMUST00000237489.2-I1	ENSMUSG00000117968.2-I
ENSMUST00000237275.2-I	ENSMUSG00000117798.2-I
ENSMUST00000025402.15-I	ENSMUSG00000024524.18-I
ENSMUST00000237985.2-I	ENSMUSG00000024524.18-I
ENSMUST00000236551.2-I	ENSMUSG00000024524.18-I
ENSMUST00000236771.2-I	ENSMUSG00000024524.18-I
ENSMUST00000236771.2-I1	ENSMUSG00000024524.18-I
ENSMUST00000237304.2-I	ENSMUSG00000024524.18-I
ENSMUST00000076605.9-I	ENSMUSG00000024524.18-I
ENSMUST00000236918.2-I	ENSMUSG00000024524.18-I
ENSMUST00000025403.8-I	ENSMUSG00000024525.8-I
ENSMUST00000236637.2-I	ENSMUSG00000024525.8-I
ENSMUST00000235632.2-I	ENSMUSG00000024525.8-I
ENSMUST00000237149.2-I	ENSMUSG00000024525.8-I
ENSMUST00000025404.10-I	ENSMUSG00000024526.10-I
ENSMUST00000025404.10-I1	ENSMUSG00000024526.10-I
ENSMUST00000001513.8-I	ENSMUSG00000001473.8-I
ENSMUST00000236667.2-I	ENSMUSG00000001473.8-I
ENSMUST00000025411.9-I	ENSMUSG00000024530.9-I
ENSMUST00000235492.2-I	ENSMUSG00000024530.9-I
ENSMUST00000237312.2-I	ENSMUSG00000024530.9-I
ENSMUST00000235414.2-I	ENSMUSG00000024530.9-I
ENSMUST00000025418.4-I	ENSMUSG00000024537.6-I
ENSMUST00000025418.4-I1	ENSMUSG00000024537.6-I
ENSMUST00000235799.2-I	ENSMUSG00000024537.6-I
ENSMUST00000235799.2-I1	ENSMUSG00000024537.6-I
ENSMUST00000236522.2-I	ENSMUSG00000024537.6-I
ENSMUST00000025421.9-I	ENSMUSG00000079614.5-I
ENSMUST00000025421.9-I1	ENSMUSG00000079614.5-I
ENSMUST00000237700.2-I	ENSMUSG00000079614.5-I
ENSMUST00000237700.2-I1	ENSMUSG00000079614.5-I
ENSMUST00000025425.7-I	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I1	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I2	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I3	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I4	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I5	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I6	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I7	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I8	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I9	ENSMUSG00000024542.10-I
ENSMUST00000025425.7-I10	ENSMUSG00000024542.10-I
ENSMUST00000224387.2-I	ENSMUSG00000024542.10-I
ENSMUST00000225077.2-I	ENSMUSG00000024542.10-I
ENSMUST00000225077.2-I1	ENSMUSG00000024542.10-I
ENSMUST00000225077.2-I2	ENSMUSG00000024542.10-I
ENSMUST00000225303.2-I	ENSMUSG00000024542.10-I
ENSMUST00000225303.2-I1	ENSMUSG00000024542.10-I
ENSMUST00000225303.2-I2	ENSMUSG00000024542.10-I
ENSMUST00000225303.2-I3	ENSMUSG00000024542.10-I
ENSMUST00000225303.2-I4	ENSMUSG00000024542.10-I
ENSMUST00000225303.2-I5	ENSMUSG00000024542.10-I
ENSMUST00000225303.2-I6	ENSMUSG00000024542.10-I
ENSMUST00000224921.2-I	ENSMUSG00000024542.10-I
ENSMUST00000224921.2-I1	ENSMUSG00000024542.10-I
ENSMUST00000224921.2-I2	ENSMUSG00000024542.10-I
ENSMUST00000224921.2-I3	ENSMUSG00000024542.10-I
ENSMUST00000224921.2-I4	ENSMUSG00000024542.10-I
ENSMUST00000224921.2-I5	ENSMUSG00000024542.10-I
ENSMUST00000225589.2-I	ENSMUSG00000024542.10-I
ENSMUST00000063775.5-I	ENSMUSG00000024544.10-I
ENSMUST00000063775.5-I1	ENSMUSG00000024544.10-I
ENSMUST00000236987.2-I	ENSMUSG00000024544.10-I
ENSMUST00000236987.2-I1	ENSMUSG00000024544.10-I
ENSMUST00000009679.11-I	ENSMUSG00000009535.14-I
ENSMUST00000009679.11-I1	ENSMUSG00000009535.14-I
ENSMUST00000009679.11-I2	ENSMUSG00000009535.14-I
ENSMUST00000131075.8-I	ENSMUSG00000009535.14-I
ENSMUST00000131075.8-I1	ENSMUSG00000009535.14-I
ENSMUST00000151833.2-I	ENSMUSG00000009535.14-I
ENSMUST00000151833.2-I1	ENSMUSG00000009535.14-I
ENSMUST00000151833.2-I2	ENSMUSG00000009535.14-I
ENSMUST00000025427.14-I	ENSMUSG00000009535.14-I
ENSMUST00000025427.14-I1	ENSMUSG00000009535.14-I
ENSMUST00000025427.14-I2	ENSMUSG00000009535.14-I
ENSMUST00000139111.2-I	ENSMUSG00000009535.14-I
ENSMUST00000139111.2-I1	ENSMUSG00000009535.14-I
ENSMUST00000129849.2-I	ENSMUSG00000009535.14-I
ENSMUST00000139554.2-I	ENSMUSG00000009535.14-I
ENSMUST00000148937.2-I	ENSMUSG00000009535.14-I
ENSMUST00000172148.4-I	ENSMUSG00000007480.6-I
ENSMUST00000239469.2-I	ENSMUSG00000007480.6-I
ENSMUST00000238121.2-I	ENSMUSG00000117811.2-I
ENSMUST00000237857.2-I	ENSMUSG00000118317.2-I
ENSMUST00000237660.2-I	ENSMUSG00000117889.2-I
ENSMUST00000237758.2-I	ENSMUSG00000117970.2-I
ENSMUST00000203002.4-I	ENSMUSG00000053477.19-I
ENSMUST00000066717.12-I	ENSMUSG00000053477.19-I
ENSMUST00000066717.12-I1	ENSMUSG00000053477.19-I
ENSMUST00000066717.12-I2	ENSMUSG00000053477.19-I
ENSMUST00000114985.10-I	ENSMUSG00000053477.19-I
ENSMUST00000114985.10-I1	ENSMUSG00000053477.19-I
ENSMUST00000114985.10-I2	ENSMUSG00000053477.19-I
ENSMUST00000128706.8-I	ENSMUSG00000053477.19-I
ENSMUST00000201781.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201781.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000201781.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000202674.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202674.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202674.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000202116.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202116.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202116.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000114982.8-I	ENSMUSG00000053477.19-I
ENSMUST00000114982.8-I1	ENSMUSG00000053477.19-I
ENSMUST00000114982.8-I2	ENSMUSG00000053477.19-I
ENSMUST00000078486.13-I	ENSMUSG00000053477.19-I
ENSMUST00000078486.13-I1	ENSMUSG00000053477.19-I
ENSMUST00000078486.13-I2	ENSMUSG00000053477.19-I
ENSMUST00000202772.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202772.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202772.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000201288.4-I	ENSMUSG00000053477.19-I
ENSMUST00000155695.5-I	ENSMUSG00000053477.19-I
ENSMUST00000202354.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202354.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202354.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000201235.4-I	ENSMUSG00000053477.19-I
ENSMUST00000114980.8-I	ENSMUSG00000053477.19-I
ENSMUST00000114980.8-I1	ENSMUSG00000053477.19-I
ENSMUST00000114980.8-I2	ENSMUSG00000053477.19-I
ENSMUST00000202610.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202610.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202610.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000202058.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201299.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201631.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201631.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000201631.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000202074.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202435.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202435.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202435.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000200902.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201537.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201124.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202458.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202458.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202458.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000201181.4-I	ENSMUSG00000053477.19-I
ENSMUST00000207214.2-I	ENSMUSG00000053477.19-I
ENSMUST00000201094.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201094.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000201094.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000200703.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202765.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201205.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201205.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000201205.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000200966.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201410.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201410.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000201410.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000202937.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202937.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202937.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000200813.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202350.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202477.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202477.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202477.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000200862.4-I	ENSMUSG00000053477.19-I
ENSMUST00000125154.8-I	ENSMUSG00000053477.19-I
ENSMUST00000202057.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202057.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202057.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000201627.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201747.4-I	ENSMUSG00000053477.19-I
ENSMUST00000209174.2-I	ENSMUSG00000053477.19-I
ENSMUST00000201045.5-I	ENSMUSG00000053477.19-I
ENSMUST00000136151.8-I	ENSMUSG00000053477.19-I
ENSMUST00000114978.9-I	ENSMUSG00000053477.19-I
ENSMUST00000114978.9-I1	ENSMUSG00000053477.19-I
ENSMUST00000114978.9-I2	ENSMUSG00000053477.19-I
ENSMUST00000201091.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201037.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201037.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000209116.2-I	ENSMUSG00000053477.19-I
ENSMUST00000202751.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202751.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000114977.5-I	ENSMUSG00000053477.19-I
ENSMUST00000114977.5-I1	ENSMUSG00000053477.19-I
ENSMUST00000114977.5-I2	ENSMUSG00000053477.19-I
ENSMUST00000201589.2-I	ENSMUSG00000053477.19-I
ENSMUST00000201157.2-I	ENSMUSG00000053477.19-I
ENSMUST00000200921.4-I	ENSMUSG00000053477.19-I
ENSMUST00000201964.4-I	ENSMUSG00000053477.19-I
ENSMUST00000145918.5-I	ENSMUSG00000053477.19-I
ENSMUST00000202474.4-I	ENSMUSG00000053477.19-I
ENSMUST00000202474.4-I1	ENSMUSG00000053477.19-I
ENSMUST00000202474.4-I2	ENSMUSG00000053477.19-I
ENSMUST00000146908.2-I	ENSMUSG00000053477.19-I
ENSMUST00000136019.3-I	ENSMUSG00000053477.19-I
ENSMUST00000151773.2-I	ENSMUSG00000038903.14-I
ENSMUST00000043929.11-I	ENSMUSG00000038903.14-I
ENSMUST00000135428.2-I	ENSMUSG00000038903.14-I
ENSMUST00000135428.2-I1	ENSMUSG00000038903.14-I
ENSMUST00000080050.6-I	ENSMUSG00000038903.14-I
ENSMUST00000149958.2-I	ENSMUSG00000086824.2-I
ENSMUST00000237601.2-I	ENSMUSG00000117678.2-I
ENSMUST00000114959.9-I	ENSMUSG00000079608.11-I
ENSMUST00000168249.9-I	ENSMUSG00000079608.11-I
ENSMUST00000164223.8-I	ENSMUSG00000079608.11-I
ENSMUST00000174118.8-I	ENSMUSG00000079608.11-I
ENSMUST00000173951.8-I	ENSMUSG00000079608.11-I
ENSMUST00000174667.2-I	ENSMUSG00000079608.11-I
ENSMUST00000173612.2-I	ENSMUSG00000079608.11-I
ENSMUST00000074058.11-I	ENSMUSG00000024513.17-I
ENSMUST00000074058.11-I1	ENSMUSG00000024513.17-I
ENSMUST00000114946.4-I	ENSMUSG00000024513.17-I
ENSMUST00000127260.8-I	ENSMUSG00000024513.17-I
ENSMUST00000127260.8-I1	ENSMUSG00000024513.17-I
ENSMUST00000133889.2-I	ENSMUSG00000024513.17-I
ENSMUST00000128555.2-I	ENSMUSG00000024513.17-I
ENSMUST00000237143.2-I	ENSMUSG00000117932.2-I
ENSMUST00000091852.5-I	ENSMUSG00000037253.9-I
ENSMUST00000237598.2-I	ENSMUSG00000117985.2-I
ENSMUST00000120033.8-I	ENSMUSG00000064036.16-I
ENSMUST00000120033.8-I1	ENSMUSG00000064036.16-I
ENSMUST00000179472.8-I	ENSMUSG00000064036.16-I
ENSMUST00000179472.8-I1	ENSMUSG00000064036.16-I
ENSMUST00000136473.8-I	ENSMUSG00000064036.16-I
ENSMUST00000119239.8-I	ENSMUSG00000064036.16-I
ENSMUST00000119239.8-I1	ENSMUSG00000064036.16-I
ENSMUST00000139821.2-I	ENSMUSG00000064036.16-I
ENSMUST00000134847.2-I	ENSMUSG00000064036.16-I
ENSMUST00000159260.2-I	ENSMUSG00000090263.2-I
ENSMUST00000159260.2-I1	ENSMUSG00000090263.2-I
ENSMUST00000236663.2-I	ENSMUSG00000024560.8-I
ENSMUST00000025444.8-I	ENSMUSG00000024560.8-I
ENSMUST00000025444.8-I1	ENSMUSG00000024560.8-I
ENSMUST00000025444.8-I2	ENSMUSG00000024560.8-I
ENSMUST00000025444.8-I3	ENSMUSG00000024560.8-I
ENSMUST00000025444.8-I4	ENSMUSG00000024560.8-I
ENSMUST00000025444.8-I5	ENSMUSG00000024560.8-I
ENSMUST00000238176.2-I	ENSMUSG00000024560.8-I
ENSMUST00000238176.2-I1	ENSMUSG00000024560.8-I
ENSMUST00000238176.2-I2	ENSMUSG00000024560.8-I
ENSMUST00000238176.2-I3	ENSMUSG00000024560.8-I
ENSMUST00000238176.2-I4	ENSMUSG00000024560.8-I
ENSMUST00000238037.2-I	ENSMUSG00000024560.8-I
ENSMUST00000236679.2-I	ENSMUSG00000024560.8-I
ENSMUST00000224907.2-I	ENSMUSG00000024561.12-I
ENSMUST00000097530.5-I	ENSMUSG00000024561.12-I
ENSMUST00000097530.5-I1	ENSMUSG00000024561.12-I
ENSMUST00000097530.5-I2	ENSMUSG00000024561.12-I
ENSMUST00000239157.2-I	ENSMUSG00000024561.12-I
ENSMUST00000239157.2-I1	ENSMUSG00000024561.12-I
ENSMUST00000239157.2-I2	ENSMUSG00000024561.12-I
ENSMUST00000224159.2-I	ENSMUSG00000024561.12-I
ENSMUST00000224159.2-I1	ENSMUSG00000024561.12-I
ENSMUST00000224047.2-I	ENSMUSG00000024561.12-I
ENSMUST00000224047.2-I1	ENSMUSG00000024561.12-I
ENSMUST00000224047.2-I2	ENSMUSG00000024561.12-I
ENSMUST00000224332.2-I	ENSMUSG00000024561.12-I
ENSMUST00000224332.2-I1	ENSMUSG00000024561.12-I
ENSMUST00000237568.2-I	ENSMUSG00000024561.12-I
ENSMUST00000237568.2-I1	ENSMUSG00000024561.12-I
ENSMUST00000114895.4-I	ENSMUSG00000035394.12-I
ENSMUST00000114895.4-I1	ENSMUSG00000035394.12-I
ENSMUST00000114895.4-I2	ENSMUSG00000035394.12-I
ENSMUST00000114895.4-I3	ENSMUSG00000035394.12-I
ENSMUST00000114895.4-I4	ENSMUSG00000035394.12-I
ENSMUST00000114895.4-I5	ENSMUSG00000035394.12-I
ENSMUST00000176435.8-I	ENSMUSG00000035394.12-I
ENSMUST00000176435.8-I1	ENSMUSG00000035394.12-I
ENSMUST00000176435.8-I2	ENSMUSG00000035394.12-I
ENSMUST00000176435.8-I3	ENSMUSG00000035394.12-I
ENSMUST00000176435.8-I4	ENSMUSG00000035394.12-I
ENSMUST00000176435.8-I5	ENSMUSG00000035394.12-I
ENSMUST00000176435.8-I6	ENSMUSG00000035394.12-I
ENSMUST00000177101.8-I	ENSMUSG00000035394.12-I
ENSMUST00000177101.8-I1	ENSMUSG00000035394.12-I
ENSMUST00000177101.8-I2	ENSMUSG00000035394.12-I
ENSMUST00000177101.8-I3	ENSMUSG00000035394.12-I
ENSMUST00000176766.2-I	ENSMUSG00000035394.12-I
ENSMUST00000176766.2-I1	ENSMUSG00000035394.12-I
ENSMUST00000177407.2-I	ENSMUSG00000035394.12-I
ENSMUST00000125882.8-I	ENSMUSG00000025885.19-I
ENSMUST00000135878.2-I	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I1	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I2	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I3	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I4	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I5	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I6	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I7	ENSMUSG00000025885.19-I
ENSMUST00000074157.13-I8	ENSMUSG00000025885.19-I
ENSMUST00000120161.8-I	ENSMUSG00000025885.19-I
ENSMUST00000120161.8-I1	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I1	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I2	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I3	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I4	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I5	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I6	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I7	ENSMUSG00000025885.19-I
ENSMUST00000121875.8-I8	ENSMUSG00000025885.19-I
ENSMUST00000125751.2-I	ENSMUSG00000025885.19-I
ENSMUST00000140904.8-I	ENSMUSG00000025885.19-I
ENSMUST00000140904.8-I1	ENSMUSG00000025885.19-I
ENSMUST00000177366.2-I	ENSMUSG00000025885.19-I
